,title,genres,production_companies,vote_average,revenue,release_year,release_month,cast_number,first_cast_gender,second_cast_gender,duration,cast_total_facebook_likes,content_rating,budget,imdb_score,movie_facebook_likes,Action_index,Adventure_index,Fantasy_index,Sci-Fi_index,Thriller_index,Romance_index,Animation_index,Comedy_index,Family_index,Musical_index,Mystery_index,Western_index,Drama_index,History_index,Sport_index,Crime_index,Horror_index,War_index,Biography_index,Music_index,Documentary_index,Film-Noir_index,War_ohe,Biography_ohe,Thriller_ohe,Sci-Fi_ohe,Sport_ohe,Crime_ohe,Documentary_ohe,Musical_ohe,Comedy_ohe,Animation_ohe,Horror_ohe,Action_ohe,Western_ohe,Fantasy_ohe,Adventure_ohe,History_ohe,Mystery_ohe,Drama_ohe,Music_ohe,Film-Noir_ohe,Romance_ohe,Family_ohe
905,Daddy's Home,"['Comedy', 'Family']",Paramount Pictures|Gary Sanchez Productions|Red Granite Pictures,5.8,242786137,2015,12,24,2,2,96,10886,PG-13,50000000,6.1,13000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])"
906,Into the Woods,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Musical']",Walt Disney Pictures|Marc Platt Productions|Lucamar Productions,5.6,212902372,2014,12,76,1,1,125,62837,PG,50000000,6.0,90000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
907,Inside Man,"['Crime', 'Drama', 'Mystery', 'Thriller']",Imagine Entertainment|Universal Pictures|40 Acres & A Mule Filmworks,7.3,184376254,2006,3,26,2,2,129,19148,R,45000000,7.6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
908,Payback,"['Action', 'Crime', 'Drama', 'Thriller']",Paramount Pictures|Icon Entertainment International,6.7,161626121,1999,2,75,2,2,90,3148,R,50000000,7.1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
909,Congo,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']","Paramount Pictures|KennedyMarshall Company, The",5,152022101,1995,6,9,1,2,109,1761,PG-13,50000000,5.0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
910,Knowing,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Summit Entertainment|Mystery Clock Cinema|Escape Artists|Goldcrest Pictures|KaplanPerrone Entertainment|Wintergreen Productions,5.9,155446362,2009,3,23,2,1,121,13421,PG-13,50000000,6.2,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
911,Failure to Launch,"['Comedy', 'Romance']",Paramount Pictures|Scott Rudin Productions|Failure to Launch Productions,5.5,88715192,2006,3,8,2,1,95,37967,PG-13,50000000,5.6,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])"
912,"Crazy, Stupid, Love.","['Comedy', 'Drama', 'Romance']",Warner Bros.,7,142851197,2011,7,41,2,1,118,57426,PG-13,50000000,7.4,44000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])"
913,Garfield,"['Animation', 'Comedy', 'Family', 'Fantasy']",Twentieth Century Fox Film Corporation|Davis Entertainment|Twentieth Century Fox Animation,5.2,200804534,2004,6,12,2,2,80,13430,PG,35000000,5.0,795,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])"
914,Christmas with the Kranks,"['Comedy', 'Family']",Columbia Pictures|1492 Pictures|Revolution Studios,5.2,0,2004,11,12,2,1,99,6729,PG,60000000,5.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])"
915,Moneyball,"['Biography', 'Drama', 'Sport']",Columbia Pictures|Scott Rudin Productions,7,110206216,2011,9,49,2,2,133,53094,PG-13,50000000,7.6,27000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
916,Outbreak,"['Action', 'Drama', 'Thriller']",Kopelson Entertainment|Punch Productions|Warner Bros.|Arnold Kopelson Productions,6.3,189859560,1995,3,13,2,1,127,30383,R,50000000,6.6,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
917,Non-Stop,"['Action', 'Mystery', 'Thriller']",StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Anton Capital Entertainment (ACE)|TF1|LOVEFiLM International,6.8,222809600,2014,1,33,2,1,106,16967,PG-13,50000000,7.0,24000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
918,Race to Witch Mountain,"['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi', 'Thriller']",Walt Disney Pictures|Gunn Films,5.5,106303988,2009,3,10,2,1,98,14007,PG,65000000,5.7,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])"
919,V for Vendetta,"['Action', 'Drama', 'Thriller']",Studio Babelsberg|DC Comics|Virtual Studios|Anarchos Productions|Silver Pictures|Warner Bros.|Medienboard Berlin-Brandenburg|Fünfte Babelsberg Film,7.7,132511035,2006,3,194,1,2,132,22417,R,54000000,8.2,48000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
920,Shanghai Knights,"['Action', 'Adventure', 'Comedy']",Spyglass Entertainment|Touchstone Pictures|Birnbaum  Barber Productions|Jackie Chan Films Limited|All Knight Productions,6,88323487,2003,2,15,2,2,114,428,PG-13,50000000,6.2,955,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
921,Curious George,"['Adventure', 'Animation', 'Comedy', 'Family']",Imagine Entertainment|Universal Pictures|Universal Animation Studios,6.2,69834815,2006,2,52,2,1,78,11124,G,50000000,6.6,624,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])"
922,Herbie Fully Loaded,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance', 'Sport']",Walt Disney Pictures|Robert Simonds Productions,5.1,66002004,2005,6,109,1,2,101,2177,G,50000000,4.7,1000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])"
923,Don't Say a Word,"['Crime', 'Drama', 'Mystery', 'Thriller']",Village Roadshow Pictures|NPV Entertainment|Regency Enterprises|Kopelson Entertainment|Epsilon Motion Pictures|New Regency Pictures|Furthur Films,6,100020092,2001,9,107,2,2,113,3341,R,50000000,6.3,970,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
924,Hansel & Gretel: Witch Hunters,"['Action', 'Fantasy', 'Horror']",Paramount Pictures|Studio Babelsberg|MTV Films|Gary Sanchez Productions|Metro-Goldwyn-Mayer (MGM)|Deutsche Filmförderfonds (DFFF),5.7,224803475,2013,1,24,2,1,98,11946,R,50000000,6.1,45000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
925,Unfaithful,"['Drama', 'Thriller']",Regency Enterprises|Fox 2000 Pictures|Epsilon Motion Pictures|Unfaithful Filmproduktion GmbH & Co. KG,6.3,119137784,2002,5,26,2,1,124,2583,R,50000000,6.7,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
926,I Am Number Four,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",DreamWorks SKG|Reliance BIG Entertainment|Bay Films|Touchstone Pictures,5.9,144492830,2011,2,22,2,2,109,15608,PG-13,60000000,6.1,27000,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
927,Syriana,"['Drama', 'Thriller']",Section Eight|Warner Bros.|Participant Media|FilmWorks|4M|MID Foundation,6.3,94000000,2005,11,48,2,2,128,14747,R,50000000,7.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
928,Syriana,"['Drama', 'Thriller']",Section Eight|Warner Bros.|Participant Media|FilmWorks|4M|MID Foundation,6.3,94000000,2005,11,48,2,2,128,14747,R,50000000,7.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
929,The Book of Life,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",Twentieth Century Fox Film Corporation|Reel FX Creative Studios|Twentieth Century Fox Animation|Chatrone,7.3,97437106,2014,10,16,2,2,95,19513,PG,50000000,7.3,18000,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[],[])"
930,Firewall,"['Crime', 'Thriller']",Village Roadshow Pictures|Thunder Road Pictures|Warner Bros.|Beacon Pictures|Jon Shestack Productions,5.6,82800000,2006,2,9,2,2,105,101383,PG-13,50000000,5.8,773,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
931,Absolute Power,"['Action', 'Crime', 'Drama', 'Thriller']",Columbia Pictures|Castle Rock Entertainment|Malpaso Productions,6.4,50068310,1997,2,18,2,2,121,19139,R,50000000,6.7,1000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
932,G.I. Jane,"['Action', 'Drama', 'War']",Caravan Pictures|Hollywood Pictures|First Independent Films|Largo Entertainment|Scott Free Productions|Trap-Two-Zero Productions,6,48169156,1997,8,16,1,2,125,15569,R,50000000,5.8,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
933,The Game,"['Drama', 'Mystery', 'Thriller']",PolyGram Filmed Entertainment|A&B Producoes|Popaganda Films,7.5,109423648,1997,9,11,2,2,129,1397,R,50000000,7.8,25000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
934,Silent Hill,"['Adventure', 'Horror', 'Mystery']",Silent Hill DCP Inc.|Davis-Films|TriStar Pictures|Konami,6.3,97607453,2006,4,38,1,2,132,1933,R,50000000,6.6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[],[])","(1,[0],[1.0])","(1,[],[])","(1,[],[])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])","(1,[0],[1.0])"
